evaluation_track,crop,true_label,predicted_label,count,mean_confidence,max_confidence,example_file
TRACK_D_UNRELATED,Grape,Unrelated / Non-Leaf,Powdery Mildew,1,0.4667128026485443,0.4667128026485443,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\aloeL.jpg
TRACK_D_UNRELATED,Sugarcane,Unrelated / Non-Leaf,Grassy Shoot,1,0.9258106350898743,0.9258106350898743,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\board.jpg
TRACK_D_UNRELATED,Sugarcane,Unrelated / Non-Leaf,Healthy Leaves,1,0.6792113184928894,0.6792113184928894,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\basketball1.png
TRACK_B_EXTERNAL,Tomato,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.6441422700881958,0.6441422700881958,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_stock-photo-tomato-mosaic-virus-disease-on-tomato-559799668.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.9772475361824036,0.9772475361824036,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___healthy\pak_009-e1373768789869.jpg
TRACK_C_REALWORLD,Chilli,healthy,murda complex,1,0.41201674938201904,0.41201674938201904,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\healthy\pd_real_10148582-green-leaf-of-pepper.jpg
TRACK_C_REALWORLD,Chilli,murda complex,powdery mildew,1,0.6145049333572388,0.6145049333572388,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\murda complex\ulfa_field_Leaf_Curl__1049_.jpg
TRACK_C_REALWORLD,Grape,Black Rot,Leaf Blight,1,0.5584136843681335,0.5584136843681335,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Black Rot\pd_real_brleaf2_zoom.jpg
TRACK_C_REALWORLD,Grape,Downy Mildew,Leaf Blight,1,0.693501889705658,0.693501889705658,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_6078710516023296-jpeg_jpg.rf.38f8934e55b86085c718d986a2a13305.jpg
TRACK_C_REALWORLD,Grape,Esca (Black Measles),Bacterial Leaf Spot,1,0.23472240567207336,0.23472240567207336,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000048.jpg
TRACK_C_REALWORLD,Grape,Esca (Black Measles),Downy Mildew,1,0.6467050909996033,0.6467050909996033,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000054.jpg
TRACK_C_REALWORLD,Grape,Healthy Leaves,Bacterial Leaf Spot,1,0.6032741069793701,0.6032741069793701,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Healthy Leaves\pd_real_latest_cb_20100621160325.jpg
TRACK_C_REALWORLD,Grape,Leaf Blight,Downy Mildew,1,0.5180280804634094,0.5180280804634094,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Leaf Blight\vineyard_00000054.jpg
TRACK_C_REALWORLD,Grape,Leaf Blight,Healthy Leaves,1,0.5893933773040771,0.5893933773040771,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Leaf Blight\vineyard_00000057.jpg
TRACK_C_REALWORLD,Sugarcane,Healthy Leaves,Red Rot,1,0.41858887672424316,0.41858887672424316,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\sugarcane\Healthy Leaves\sc_field_S_H-49-_jpg.rf.02325bc23aff4c35ae1d3860b2807a7b.jpg
TRACK_C_REALWORLD,Sugarcane,Healthy Leaves,Rust (Brown Rust),1,0.5616368055343628,0.5616368055343628,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\sugarcane\Healthy Leaves\sc_field_S_H-28-_jpg.rf.c75a09eb8309e56f29fbcd72de21b3a4.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.9318059086799622,0.9318059086799622,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Bacterial_spot\pd_real_bact-spot-fig-1.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Leaf_Mold,Tomato___Bacterial_spot,1,0.5354276895523071,0.5354276895523071,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0099.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Leaf_Mold,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.7907702922821045,0.7907702922821045,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0106.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Septoria_leaf_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.6912420988082886,0.6912420988082886,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Septoria_leaf_spot\pak_field_EB__988_.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Tomato_mosaic_virus,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.804654598236084,0.804654598236084,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_mosaic_virus\pd_real_Tomato-Mosaic-1wdr2jx-300x225.jpg
TRACK_B_EXTERNAL,Sugarcane,Red Rot,Mosaic / Viral Disease,1,0.7543438076972961,0.7543438076972961,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Red Rot\sabid_S_RR-1-_jpg.rf.ac62c73e2ec23006ba09a1b6c72722e1.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Bacterial_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.8497089743614197,0.8497089743614197,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_Bacterial-spot-on-tomato-leaves.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Early_blight,Tomato___Bacterial_spot,1,0.5082706212997437,0.5082706212997437,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Early_blight\pak_1723454507847.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Early_blight,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.4703986644744873,0.4703986644744873,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Early_blight\pak_1723454503528.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Septoria_leaf_spot,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.7659525275230408,0.7659525275230408,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6242739939180544.jpeg.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Early_blight,1,0.8343207836151123,0.8343207836151123,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Spider_mites Two-spotted_spider_mite\plantdoc_SpotSpeckBlightMite-1l4v879.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Late_blight,1,0.5013648271560669,0.5013648271560669,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Spider_mites Two-spotted_spider_mite\plantdoc_comparing-diseases-4-canker-tomato-1y51ejs.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,1,0.4968135952949524,0.4968135952949524,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_8227475116_0d40e8f21c_b.jpg
TRACK_B_EXTERNAL,Grape,Black Rot,Esca (Black Measles),1,0.4917116165161133,0.4917116165161133,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Black Rot\baliwaka_00000028.jpg
TRACK_B_EXTERNAL,Grape,Downy Mildew,Esca (Black Measles),1,0.7767651677131653,0.7767651677131653,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Downy Mildew\gldd_5602468-PPT_jpg.rf.057422736816b9060236a70fee85b872.jpg
TRACK_B_EXTERNAL,Grape,Esca (Black Measles),Black Rot,1,0.3382400870323181,0.3382400870323181,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000003.jpg
TRACK_B_EXTERNAL,Grape,Healthy Leaves,Bacterial Leaf Spot,1,0.39332863688468933,0.39332863688468933,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Healthy Leaves\plantdoc_IMG_20150511_111942.jpg
TRACK_B_EXTERNAL,Grape,Healthy Leaves,Leaf Blight,1,0.5243414044380188,0.5243414044380188,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Healthy Leaves\plantdoc_P1130239.jpg
TRACK_B_EXTERNAL,Grape,Healthy Leaves,Powdery Mildew,1,0.9556708335876465,0.9556708335876465,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Healthy Leaves\plantdoc_grape-leaf-detail-1457175.jpg
TRACK_B_EXTERNAL,Grape,Leaf Blight,Black Rot,1,0.24667112529277802,0.24667112529277802,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Leaf Blight\baliwaka_00000015.jpg
TRACK_B_EXTERNAL,Grape,Leaf Blight,Downy Mildew,1,0.42399680614471436,0.42399680614471436,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Leaf Blight\baliwaka_00000008.jpg
TRACK_B_EXTERNAL,Grape,Leaf Blight,Esca (Black Measles),1,0.7583728432655334,0.7583728432655334,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Leaf Blight\baliwaka_00000003.jpg
TRACK_B_EXTERNAL,Sugarcane,Healthy Leaves,Smut,1,0.8113881945610046,0.8113881945610046,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Healthy Leaves\sabid_S_H-73-_JPG.rf.690cfb2d0dd7256687c68ec3c3d0448c.jpg
TRACK_B_EXTERNAL,Sugarcane,Healthy Leaves,Yellow Leaf Disease,1,0.4781720042228699,0.4781720042228699,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Healthy Leaves\sabid_S_H-13-_jpg.rf.38f7407b5fa8e40cb42f5722d3117bfb.jpg
TRACK_A_INTERNAL,Tomato,Tomato___Early_blight,Tomato___Bacterial_spot,1,0.5440278649330139,0.5440278649330139,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Early_blight,Tomato___Septoria_leaf_spot,1,0.7096807360649109,0.7096807360649109,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\13e96f82-68c6-4331-9b05-92a6767a400b___RS_Erly.B 9502.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Early_blight,Tomato___Tomato_Yellow_Leaf_Curl_Virus,1,0.297167032957077,0.297167032957077,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\73bbd57a-8733-4b2a-a38d-f304ea890c62___RS_Erly.B 9548.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Late_blight,Tomato___Early_blight,1,0.6078525185585022,0.6078525185585022,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\4c42cb8f-e57f-48a5-bff2-8a8629d7505b___RS_Late.B 6869.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Late_blight,Tomato___Leaf_Mold,1,0.4438726007938385,0.4438726007938385,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\26fa9fb7-10fa-496c-9433-e4053ff456da___RS_Late.B 4867.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Septoria_leaf_spot,Tomato___Spider_mites Two-spotted_spider_mite,1,0.5912092924118042,0.5912092924118042,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Septoria_leaf_spot\aed8e4ba-1ea2-4258-86d1-621bb13dd029___JR_Sept.L.S 2456.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Target_Spot,Tomato___Leaf_Mold,1,0.9770386815071106,0.9770386815071106,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\2d842c15-c1cd-4f2b-9e12-27855abb9758___Com.G_TgS_FL 0812.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Target_Spot,Tomato___healthy,1,0.9760366082191468,0.9760366082191468,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\7b43a21e-a0cf-49f4-b92c-9b9fd8a3e1c3___Com.G_TgS_FL 7893.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Bacterial_spot,1,0.609790563583374,0.609790563583374,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\51d5bb0f-8603-4e31-8cfa-20f8c5cf0b45___UF.GRC_YLCV_Lab 08457.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Spider_mites Two-spotted_spider_mite,1,0.7210575938224792,0.7210575938224792,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_Yellow_Leaf_Curl_Virus\788c99c6-1982-437f-98e2-737a5c954768___YLCV_GCREC 5486.JPG
TRACK_B_EXTERNAL,Chilli,nutritional deficiency,murda complex,1,0.4673064649105072,0.4673064649105072,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\nutritional deficiency\ulfa_Daun_kuning_-__1_.png
TRACK_B_EXTERNAL,Chilli,nutritional deficiency,powdery mildew,1,0.8100114464759827,0.8100114464759827,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\nutritional deficiency\ulfa_Daun_kuning_-__10_.jpg
TRACK_D_CROSS_CROP,Grape,Cross-Crop: Sugarcane,Healthy Leaves,1,0.4176490306854248,0.4176490306854248,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (359).jpeg
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Chilli,Grassy Shoot,1,0.558682382106781,0.558682382106781,D:\CropDiseaseProject\chilli_cold\healthy\IMG_3572.JPG
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Chilli,Rust (Brown Rust),1,0.3942578136920929,0.3942578136920929,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4872.JPG
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Grape,Healthy Leaves,1,0.946208655834198,0.946208655834198,D:\CropDiseaseProject\grape_2024\healthy\healthy533.jpg
TRACK_A_INTERNAL,Sugarcane,Banded Chlorosis,Brown Spot,1,0.4640079140663147,0.4640079140663147,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image192.jpg
TRACK_A_INTERNAL,Grape,Powdery Mildew,Esca (Black Measles),1,0.7326404452323914,0.7326404452323914,D:\CropDiseaseProject\grape_niphad\Powdery Mildew\Powdery Mildew_8.png
TRACK_A_INTERNAL,Grape,Powdery Mildew,Downy Mildew,1,0.4612973928451538,0.4612973928451538,D:\CropDiseaseProject\grape_niphad\Powdery Mildew\Powdery Mildew_339.jpg
TRACK_A_INTERNAL,Grape,Bacterial Leaf Spot,Healthy Leaves,1,0.5910947918891907,0.5910947918891907,D:\CropDiseaseProject\grape_niphad\Bacterial Leaf Spot\Bacterial Leaf Spot_83.jpg
TRACK_A_INTERNAL,Grape,Bacterial Leaf Spot,Downy Mildew,1,0.9683127999305724,0.9683127999305724,D:\CropDiseaseProject\grape_niphad\Bacterial Leaf Spot\Bacterial Leaf Spot_85.png
TRACK_D_UNRELATED,Tomato,Unrelated / Non-Leaf,Tomato___Target_Spot,1,0.8830881714820862,0.8830881714820862,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\basketball1.png
TRACK_A_INTERNAL,Chilli,cerocospora,nutritional deficiency,1,0.3854240477085113,0.3854240477085113,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5427.JPG
